service_id,date,exception_type,exception_note,schedule_type
69612-1111100-0,20191011,1,FINAL,WD
69609-1111100-0,20191011,1,FINAL,WD
69616-1111100-0,20191011,1,FINAL,WD
69617-1111100-0,20191011,1,FINAL,WD
6960827-1111100-27,20191011,1,FINAL Grossmont College,WD
696177-1111100-7,20191011,1,FINAL Rural 888,WD
696179-1111100-9,20191011,1,FINAL Rural 891,WD
6960929-1111100-29,20191011,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191011,1,FINAL Southwestern College,WD
69687-1111100-0,20191011,1,PRODUCTION,WD
6968715-1111100-15,20191011,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191011,1,PRODUCTION UCSD,WD
69620-0000010-0,20191012,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191012,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191012,1,FINAL,SA
69614-0000010-0,20191012,1,FINAL,SA
69611-0000010-0,20191012,1,FINAL,SA
69689-0000010-0,20191012,1,PRODUCTION,SA
69621-0000001-0,20191013,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191013,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191013,1,FINAL,SU
69613-0000001-0,20191013,1,FINAL,SU
69690-0000001-0,20191013,1,PRODUCTION,SU
69619-1111100-0,20191014,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
62112,20191014,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191014,1,FINAL,WD
69607-1111100-0,20191014,1,FINAL,WD
69612-1111100-0,20191014,1,FINAL,WD
69609-1111100-0,20191014,1,FINAL,WD
69616-1111100-0,20191014,1,FINAL,WD
69617-1111100-0,20191014,1,FINAL,WD
6960827-1111100-27,20191014,1,FINAL Grossmont College,WD
6960931-1111100-31,20191014,1,FINAL High Tech High School,WD
696177-1111100-7,20191014,1,FINAL Rural 888,WD
6960929-1111100-29,20191014,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191014,1,FINAL Southwestern College,WD
69687-1111100-0,20191014,1,PRODUCTION,WD
6968715-1111100-15,20191014,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191014,1,PRODUCTION UCSD,WD
69619-1111100-0,20191015,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191015,1,Coronado Ferry Commuter Trips,WD
62112,20191015,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191015,1,FINAL,WD
69607-1111100-0,20191015,1,FINAL,WD
69612-1111100-0,20191015,1,FINAL,WD
69609-1111100-0,20191015,1,FINAL,WD
69616-1111100-0,20191015,1,FINAL,WD
69617-1111100-0,20191015,1,FINAL,WD
6960827-1111100-27,20191015,1,FINAL Grossmont College,WD
6960931-1111100-31,20191015,1,FINAL High Tech High School,WD
6960929-1111100-29,20191015,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191015,1,FINAL Southwestern College,WD
69687-1111100-0,20191015,1,PRODUCTION,WD
6968715-1111100-15,20191015,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191015,1,PRODUCTION UCSD,WD
69619-1111100-0,20191016,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191016,1,Coronado Ferry Commuter Trips,WD
62112,20191016,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191016,1,FINAL,WD
69607-1111100-0,20191016,1,FINAL,WD
69612-1111100-0,20191016,1,FINAL,WD
69609-1111100-0,20191016,1,FINAL,WD
69616-1111100-0,20191016,1,FINAL,WD
69617-1111100-0,20191016,1,FINAL,WD
6960827-1111100-27,20191016,1,FINAL Grossmont College,WD
6960931-1111100-31,20191016,1,FINAL High Tech High School,WD
6960929-1111100-29,20191016,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191016,1,FINAL Southwestern College,WD
69687-1111100-0,20191016,1,PRODUCTION,WD
6968715-1111100-15,20191016,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191016,1,PRODUCTION UCSD,WD
69619-1111100-0,20191017,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191017,1,Coronado Ferry Commuter Trips,WD
62112,20191017,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191017,1,FINAL,WD
69607-1111100-0,20191017,1,FINAL,WD
69612-1111100-0,20191017,1,FINAL,WD
69609-1111100-0,20191017,1,FINAL,WD
69616-1111100-0,20191017,1,FINAL,WD
69617-1111100-0,20191017,1,FINAL,WD
6960827-1111100-27,20191017,1,FINAL Grossmont College,WD
6960931-1111100-31,20191017,1,FINAL High Tech High School,WD
6961711-1111100-11,20191017,1,FINAL Rural 892,WD
6960929-1111100-29,20191017,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191017,1,FINAL Southwestern College,WD
69687-1111100-0,20191017,1,PRODUCTION,WD
6968715-1111100-15,20191017,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191017,1,PRODUCTION UCSD,WD
69619-1111100-0,20191018,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191018,1,Coronado Ferry Commuter Trips,WD
62113,20191018,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191018,1,FINAL,WD
69607-1111100-0,20191018,1,FINAL,WD
69612-1111100-0,20191018,1,FINAL,WD
69609-1111100-0,20191018,1,FINAL,WD
69616-1111100-0,20191018,1,FINAL,WD
69617-1111100-0,20191018,1,FINAL,WD
6960827-1111100-27,20191018,1,FINAL Grossmont College,WD
6960931-1111100-31,20191018,1,FINAL High Tech High School,WD
696177-1111100-7,20191018,1,FINAL Rural 888,WD
696179-1111100-9,20191018,1,FINAL Rural 891,WD
6960929-1111100-29,20191018,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191018,1,FINAL Southwestern College,WD
69687-1111100-0,20191018,1,PRODUCTION,WD
6968715-1111100-15,20191018,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191018,1,PRODUCTION UCSD,WD
69620-0000010-0,20191019,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191019,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191019,1,FINAL,SA
69614-0000010-0,20191019,1,FINAL,SA
69611-0000010-0,20191019,1,FINAL,SA
69689-0000010-0,20191019,1,PRODUCTION,SA
69621-0000001-0,20191020,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191020,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191020,1,FINAL,SU
69613-0000001-0,20191020,1,FINAL,SU
69690-0000001-0,20191020,1,PRODUCTION,SU
69619-1111100-0,20191021,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191021,1,Coronado Ferry Commuter Trips,WD
62112,20191021,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191021,1,FINAL,WD
69607-1111100-0,20191021,1,FINAL,WD
69612-1111100-0,20191021,1,FINAL,WD
69609-1111100-0,20191021,1,FINAL,WD
69616-1111100-0,20191021,1,FINAL,WD
69617-1111100-0,20191021,1,FINAL,WD
6960827-1111100-27,20191021,1,FINAL Grossmont College,WD
6960931-1111100-31,20191021,1,FINAL High Tech High School,WD
696177-1111100-7,20191021,1,FINAL Rural 888,WD
6960929-1111100-29,20191021,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191021,1,FINAL Southwestern College,WD
69687-1111100-0,20191021,1,PRODUCTION,WD
6968715-1111100-15,20191021,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191021,1,PRODUCTION UCSD,WD
69619-1111100-0,20191022,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191022,1,Coronado Ferry Commuter Trips,WD
62112,20191022,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191022,1,FINAL,WD
69607-1111100-0,20191022,1,FINAL,WD
69612-1111100-0,20191022,1,FINAL,WD
69609-1111100-0,20191022,1,FINAL,WD
69616-1111100-0,20191022,1,FINAL,WD
69617-1111100-0,20191022,1,FINAL,WD
6960827-1111100-27,20191022,1,FINAL Grossmont College,WD
6960931-1111100-31,20191022,1,FINAL High Tech High School,WD
6960929-1111100-29,20191022,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191022,1,FINAL Southwestern College,WD
69687-1111100-0,20191022,1,PRODUCTION,WD
6968715-1111100-15,20191022,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191022,1,PRODUCTION UCSD,WD
69619-1111100-0,20191023,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191023,1,Coronado Ferry Commuter Trips,WD
62112,20191023,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191023,1,FINAL,WD
69607-1111100-0,20191023,1,FINAL,WD
69612-1111100-0,20191023,1,FINAL,WD
69609-1111100-0,20191023,1,FINAL,WD
69616-1111100-0,20191023,1,FINAL,WD
69617-1111100-0,20191023,1,FINAL,WD
6960827-1111100-27,20191023,1,FINAL Grossmont College,WD
6960931-1111100-31,20191023,1,FINAL High Tech High School,WD
6960929-1111100-29,20191023,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191023,1,FINAL Southwestern College,WD
69687-1111100-0,20191023,1,PRODUCTION,WD
6968715-1111100-15,20191023,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191023,1,PRODUCTION UCSD,WD
69619-1111100-0,20191024,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191024,1,Coronado Ferry Commuter Trips,WD
62112,20191024,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191024,1,FINAL,WD
69607-1111100-0,20191024,1,FINAL,WD
69612-1111100-0,20191024,1,FINAL,WD
69609-1111100-0,20191024,1,FINAL,WD
69616-1111100-0,20191024,1,FINAL,WD
69617-1111100-0,20191024,1,FINAL,WD
6960827-1111100-27,20191024,1,FINAL Grossmont College,WD
6960931-1111100-31,20191024,1,FINAL High Tech High School,WD
6961711-1111100-11,20191024,1,FINAL Rural 892,WD
6960929-1111100-29,20191024,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191024,1,FINAL Southwestern College,WD
69687-1111100-0,20191024,1,PRODUCTION,WD
6968715-1111100-15,20191024,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191024,1,PRODUCTION UCSD,WD
69619-1111100-0,20191025,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191025,1,Coronado Ferry Commuter Trips,WD
62113,20191025,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191025,1,FINAL,WD
69607-1111100-0,20191025,1,FINAL,WD
69612-1111100-0,20191025,1,FINAL,WD
69609-1111100-0,20191025,1,FINAL,WD
69616-1111100-0,20191025,1,FINAL,WD
69617-1111100-0,20191025,1,FINAL,WD
6960827-1111100-27,20191025,1,FINAL Grossmont College,WD
696177-1111100-7,20191025,1,FINAL Rural 888,WD
696179-1111100-9,20191025,1,FINAL Rural 891,WD
6960929-1111100-29,20191025,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191025,1,FINAL Southwestern College,WD
69687-1111100-0,20191025,1,PRODUCTION,WD
6968715-1111100-15,20191025,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191025,1,PRODUCTION UCSD,WD
69620-0000010-0,20191026,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191026,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191026,1,FINAL,SA
69614-0000010-0,20191026,1,FINAL,SA
69611-0000010-0,20191026,1,FINAL,SA
69689-0000010-0,20191026,1,PRODUCTION,SA
69621-0000001-0,20191027,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191027,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191027,1,FINAL,SU
69613-0000001-0,20191027,1,FINAL,SU
69690-0000001-0,20191027,1,PRODUCTION,SU
69619-1111100-0,20191028,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191028,1,Coronado Ferry Commuter Trips,WD
62112,20191028,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191028,1,FINAL,WD
69607-1111100-0,20191028,1,FINAL,WD
69612-1111100-0,20191028,1,FINAL,WD
69609-1111100-0,20191028,1,FINAL,WD
69616-1111100-0,20191028,1,FINAL,WD
69617-1111100-0,20191028,1,FINAL,WD
6960827-1111100-27,20191028,1,FINAL Grossmont College,WD
6960931-1111100-31,20191028,1,FINAL High Tech High School,WD
696177-1111100-7,20191028,1,FINAL Rural 888,WD
6960929-1111100-29,20191028,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191028,1,FINAL Southwestern College,WD
69687-1111100-0,20191028,1,PRODUCTION,WD
6968715-1111100-15,20191028,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191028,1,PRODUCTION UCSD,WD
69619-1111100-0,20191029,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191029,1,Coronado Ferry Commuter Trips,WD
62112,20191029,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191029,1,FINAL,WD
69607-1111100-0,20191029,1,FINAL,WD
69612-1111100-0,20191029,1,FINAL,WD
69609-1111100-0,20191029,1,FINAL,WD
69616-1111100-0,20191029,1,FINAL,WD
69617-1111100-0,20191029,1,FINAL,WD
6960827-1111100-27,20191029,1,FINAL Grossmont College,WD
6960931-1111100-31,20191029,1,FINAL High Tech High School,WD
6960929-1111100-29,20191029,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191029,1,FINAL Southwestern College,WD
69687-1111100-0,20191029,1,PRODUCTION,WD
6968715-1111100-15,20191029,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191029,1,PRODUCTION UCSD,WD
69619-1111100-0,20191030,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191030,1,Coronado Ferry Commuter Trips,WD
62112,20191030,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191030,1,FINAL,WD
69607-1111100-0,20191030,1,FINAL,WD
69612-1111100-0,20191030,1,FINAL,WD
69609-1111100-0,20191030,1,FINAL,WD
69616-1111100-0,20191030,1,FINAL,WD
69617-1111100-0,20191030,1,FINAL,WD
6960827-1111100-27,20191030,1,FINAL Grossmont College,WD
6960931-1111100-31,20191030,1,FINAL High Tech High School,WD
6960929-1111100-29,20191030,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191030,1,FINAL Southwestern College,WD
69687-1111100-0,20191030,1,PRODUCTION,WD
6968715-1111100-15,20191030,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191030,1,PRODUCTION UCSD,WD
69619-1111100-0,20191031,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191031,1,Coronado Ferry Commuter Trips,WD
62112,20191031,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191031,1,FINAL,WD
69607-1111100-0,20191031,1,FINAL,WD
69612-1111100-0,20191031,1,FINAL,WD
69609-1111100-0,20191031,1,FINAL,WD
69616-1111100-0,20191031,1,FINAL,WD
69617-1111100-0,20191031,1,FINAL,WD
6960827-1111100-27,20191031,1,FINAL Grossmont College,WD
6960931-1111100-31,20191031,1,FINAL High Tech High School,WD
6961711-1111100-11,20191031,1,FINAL Rural 892,WD
6960929-1111100-29,20191031,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191031,1,FINAL Southwestern College,WD
69687-1111100-0,20191031,1,PRODUCTION,WD
6968715-1111100-15,20191031,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191031,1,PRODUCTION UCSD,WD
69619-1111100-0,20191101,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191101,1,Coronado Ferry Commuter Trips,WD
62113,20191101,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191101,1,FINAL,WD
69607-1111100-0,20191101,1,FINAL,WD
69612-1111100-0,20191101,1,FINAL,WD
69609-1111100-0,20191101,1,FINAL,WD
69616-1111100-0,20191101,1,FINAL,WD
69617-1111100-0,20191101,1,FINAL,WD
6960827-1111100-27,20191101,1,FINAL Grossmont College,WD
6960931-1111100-31,20191101,1,FINAL High Tech High School,WD
696177-1111100-7,20191101,1,FINAL Rural 888,WD
696179-1111100-9,20191101,1,FINAL Rural 891,WD
6960929-1111100-29,20191101,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191101,1,FINAL Southwestern College,WD
69687-1111100-0,20191101,1,PRODUCTION,WD
6968715-1111100-15,20191101,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191101,1,PRODUCTION UCSD,WD
69620-0000010-0,20191102,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191102,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191102,1,FINAL,SA
69614-0000010-0,20191102,1,FINAL,SA
69611-0000010-0,20191102,1,FINAL,SA
69689-0000010-0,20191102,1,PRODUCTION,SA
69621-0000001-0,20191103,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191103,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191103,1,FINAL,SU
69613-0000001-0,20191103,1,FINAL,SU
69690-0000001-0,20191103,1,PRODUCTION,SU
69619-1111100-0,20191104,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191104,1,Coronado Ferry Commuter Trips,WD
62112,20191104,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191104,1,FINAL,WD
69607-1111100-0,20191104,1,FINAL,WD
69612-1111100-0,20191104,1,FINAL,WD
69609-1111100-0,20191104,1,FINAL,WD
69616-1111100-0,20191104,1,FINAL,WD
69617-1111100-0,20191104,1,FINAL,WD
6960827-1111100-27,20191104,1,FINAL Grossmont College,WD
6960931-1111100-31,20191104,1,FINAL High Tech High School,WD
696177-1111100-7,20191104,1,FINAL Rural 888,WD
6960929-1111100-29,20191104,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191104,1,FINAL Southwestern College,WD
69687-1111100-0,20191104,1,PRODUCTION,WD
6968715-1111100-15,20191104,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191104,1,PRODUCTION UCSD,WD
69619-1111100-0,20191105,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191105,1,Coronado Ferry Commuter Trips,WD
62112,20191105,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191105,1,FINAL,WD
69607-1111100-0,20191105,1,FINAL,WD
69612-1111100-0,20191105,1,FINAL,WD
69609-1111100-0,20191105,1,FINAL,WD
69616-1111100-0,20191105,1,FINAL,WD
69617-1111100-0,20191105,1,FINAL,WD
6960827-1111100-27,20191105,1,FINAL Grossmont College,WD
6960931-1111100-31,20191105,1,FINAL High Tech High School,WD
6960929-1111100-29,20191105,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191105,1,FINAL Southwestern College,WD
69687-1111100-0,20191105,1,PRODUCTION,WD
6968715-1111100-15,20191105,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191105,1,PRODUCTION UCSD,WD
69619-1111100-0,20191106,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191106,1,Coronado Ferry Commuter Trips,WD
62112,20191106,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191106,1,FINAL,WD
69607-1111100-0,20191106,1,FINAL,WD
69612-1111100-0,20191106,1,FINAL,WD
69609-1111100-0,20191106,1,FINAL,WD
69616-1111100-0,20191106,1,FINAL,WD
69617-1111100-0,20191106,1,FINAL,WD
6960827-1111100-27,20191106,1,FINAL Grossmont College,WD
6960931-1111100-31,20191106,1,FINAL High Tech High School,WD
6960929-1111100-29,20191106,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191106,1,FINAL Southwestern College,WD
69687-1111100-0,20191106,1,PRODUCTION,WD
6968715-1111100-15,20191106,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191106,1,PRODUCTION UCSD,WD
69619-1111100-0,20191107,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191107,1,Coronado Ferry Commuter Trips,WD
62112,20191107,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191107,1,FINAL,WD
69607-1111100-0,20191107,1,FINAL,WD
69612-1111100-0,20191107,1,FINAL,WD
69609-1111100-0,20191107,1,FINAL,WD
69616-1111100-0,20191107,1,FINAL,WD
69617-1111100-0,20191107,1,FINAL,WD
6960827-1111100-27,20191107,1,FINAL Grossmont College,WD
6960931-1111100-31,20191107,1,FINAL High Tech High School,WD
6961711-1111100-11,20191107,1,FINAL Rural 892,WD
6960929-1111100-29,20191107,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191107,1,FINAL Southwestern College,WD
69687-1111100-0,20191107,1,PRODUCTION,WD
6968715-1111100-15,20191107,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191107,1,PRODUCTION UCSD,WD
69619-1111100-0,20191108,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191108,1,Coronado Ferry Commuter Trips,WD
62113,20191108,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191108,1,FINAL,WD
69607-1111100-0,20191108,1,FINAL,WD
69612-1111100-0,20191108,1,FINAL,WD
69609-1111100-0,20191108,1,FINAL,WD
69616-1111100-0,20191108,1,FINAL,WD
69617-1111100-0,20191108,1,FINAL,WD
6960827-1111100-27,20191108,1,FINAL Grossmont College,WD
6960931-1111100-31,20191108,1,FINAL High Tech High School,WD
696177-1111100-7,20191108,1,FINAL Rural 888,WD
696179-1111100-9,20191108,1,FINAL Rural 891,WD
6960929-1111100-29,20191108,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191108,1,FINAL Southwestern College,WD
69687-1111100-0,20191108,1,PRODUCTION,WD
6968715-1111100-15,20191108,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191108,1,PRODUCTION UCSD,WD
69620-0000010-0,20191109,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191109,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191109,1,FINAL,SA
69614-0000010-0,20191109,1,FINAL,SA
69611-0000010-0,20191109,1,FINAL,SA
69689-0000010-0,20191109,1,PRODUCTION,SA
69621-0000001-0,20191110,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191110,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191110,1,FINAL,SU
69613-0000001-0,20191110,1,FINAL,SU
69690-0000001-0,20191110,1,PRODUCTION,SU
69619-1111100-0,20191111,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
62112,20191111,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191111,1,FINAL,WD
69607-1111100-0,20191111,1,FINAL,WD
69612-1111100-0,20191111,1,FINAL,WD
69609-1111100-0,20191111,1,FINAL,WD
69616-1111100-0,20191111,1,FINAL,WD
69617-1111100-0,20191111,1,FINAL,WD
696177-1111100-7,20191111,1,FINAL Rural 888,WD
69687-1111100-0,20191111,1,PRODUCTION,WD
69619-1111100-0,20191112,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191112,1,Coronado Ferry Commuter Trips,WD
62112,20191112,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191112,1,FINAL,WD
69607-1111100-0,20191112,1,FINAL,WD
69612-1111100-0,20191112,1,FINAL,WD
69609-1111100-0,20191112,1,FINAL,WD
69616-1111100-0,20191112,1,FINAL,WD
69617-1111100-0,20191112,1,FINAL,WD
6960827-1111100-27,20191112,1,FINAL Grossmont College,WD
6960931-1111100-31,20191112,1,FINAL High Tech High School,WD
6960929-1111100-29,20191112,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191112,1,FINAL Southwestern College,WD
69687-1111100-0,20191112,1,PRODUCTION,WD
6968715-1111100-15,20191112,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191112,1,PRODUCTION UCSD,WD
69619-1111100-0,20191113,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191113,1,Coronado Ferry Commuter Trips,WD
62112,20191113,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191113,1,FINAL,WD
69607-1111100-0,20191113,1,FINAL,WD
69612-1111100-0,20191113,1,FINAL,WD
69609-1111100-0,20191113,1,FINAL,WD
69616-1111100-0,20191113,1,FINAL,WD
69617-1111100-0,20191113,1,FINAL,WD
6960827-1111100-27,20191113,1,FINAL Grossmont College,WD
6960931-1111100-31,20191113,1,FINAL High Tech High School,WD
6960929-1111100-29,20191113,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191113,1,FINAL Southwestern College,WD
69687-1111100-0,20191113,1,PRODUCTION,WD
6968715-1111100-15,20191113,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191113,1,PRODUCTION UCSD,WD
69619-1111100-0,20191114,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191114,1,Coronado Ferry Commuter Trips,WD
62112,20191114,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191114,1,FINAL,WD
69607-1111100-0,20191114,1,FINAL,WD
69612-1111100-0,20191114,1,FINAL,WD
69609-1111100-0,20191114,1,FINAL,WD
69616-1111100-0,20191114,1,FINAL,WD
69617-1111100-0,20191114,1,FINAL,WD
6960827-1111100-27,20191114,1,FINAL Grossmont College,WD
6960931-1111100-31,20191114,1,FINAL High Tech High School,WD
6961711-1111100-11,20191114,1,FINAL Rural 892,WD
6960929-1111100-29,20191114,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191114,1,FINAL Southwestern College,WD
69687-1111100-0,20191114,1,PRODUCTION,WD
6968715-1111100-15,20191114,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191114,1,PRODUCTION UCSD,WD
69619-1111100-0,20191115,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191115,1,Coronado Ferry Commuter Trips,WD
62113,20191115,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191115,1,FINAL,WD
69607-1111100-0,20191115,1,FINAL,WD
69612-1111100-0,20191115,1,FINAL,WD
69609-1111100-0,20191115,1,FINAL,WD
69616-1111100-0,20191115,1,FINAL,WD
69617-1111100-0,20191115,1,FINAL,WD
6960827-1111100-27,20191115,1,FINAL Grossmont College,WD
6960931-1111100-31,20191115,1,FINAL High Tech High School,WD
696177-1111100-7,20191115,1,FINAL Rural 888,WD
696179-1111100-9,20191115,1,FINAL Rural 891,WD
6960929-1111100-29,20191115,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191115,1,FINAL Southwestern College,WD
69687-1111100-0,20191115,1,PRODUCTION,WD
6968715-1111100-15,20191115,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191115,1,PRODUCTION UCSD,WD
69620-0000010-0,20191116,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191116,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191116,1,FINAL,SA
69614-0000010-0,20191116,1,FINAL,SA
69611-0000010-0,20191116,1,FINAL,SA
69689-0000010-0,20191116,1,PRODUCTION,SA
69621-0000001-0,20191117,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191117,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191117,1,FINAL,SU
69613-0000001-0,20191117,1,FINAL,SU
69690-0000001-0,20191117,1,PRODUCTION,SU
69619-1111100-0,20191118,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191118,1,Coronado Ferry Commuter Trips,WD
62112,20191118,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191118,1,FINAL,WD
69607-1111100-0,20191118,1,FINAL,WD
69612-1111100-0,20191118,1,FINAL,WD
69609-1111100-0,20191118,1,FINAL,WD
